,RSSI_FG,POS
2781,"(-58.0, -44.0, -64.0, -76.0)","[9, 8]"
2782,"(-56.0, -43.0, 0, -66.0)","[9, 8]"
2783,"(-56.0, -45.0, 0, -66.0)","[9, 8]"
2784,"(-59.0, -45.0, -66.0, 0)","[9, 8]"
2785,"(-59.0, -45.0, -71.0, 0)","[9, 8]"
2786,"(-59.0, -45.0, -64.0, 0)","[9, 8]"
2787,"(-59.0, -42.0, -66.0, 0)","[9, 8]"
2788,"(-59.0, -42.0, -71.0, 0)","[9, 8]"
2789,"(-59.0, -42.0, -64.0, 0)","[9, 8]"
2790,"(-58.0, -44.0, -65.0, -77.0)","[9, 8]"
2791,"(0, -42.0, -70.0, 0)","[9, 8]"
2792,"(0, -44.0, -70.0, 0)","[9, 8]"
2793,"(-58.0, -43.0, 0, 0)","[9, 8]"
2794,"(-69.0, -43.0, 0, 0)","[9, 8]"
2795,"(-67.0, -39.0, -75.0, 0)","[9, 8]"
2796,"(-67.0, -39.0, -65.0, 0)","[9, 8]"
2797,"(-67.0, -39.0, -64.0, 0)","[9, 8]"
2798,"(-67.0, -45.0, -75.0, 0)","[9, 8]"
2799,"(-67.0, -45.0, -65.0, 0)","[9, 8]"
2800,"(-67.0, -45.0, -64.0, 0)","[9, 8]"
2801,"(-68.0, -45.0, 0, 0)","[9, 8]"
2802,"(-68.0, -42.0, 0, 0)","[9, 8]"
2803,"(0, -42.0, -67.0, 0)","[9, 8]"
2804,"(-65.0, -45.0, -65.0, 0)","[9, 8]"
2805,"(-65.0, -42.0, -65.0, 0)","[9, 8]"
2806,"(-59.0, -45.0, -65.0, 0)","[9, 8]"
2807,"(-59.0, -42.0, -65.0, 0)","[9, 8]"
2808,"(0, -42.0, 0, 0)","[9, 8]"
2809,"(0, -44.0, 0, 0)","[9, 8]"
2810,"(0, -44.0, -64.0, 0)","[9, 8]"
2811,"(0, -44.0, -62.0, 0)","[9, 8]"
2812,"(0, -42.0, -64.0, 0)","[9, 8]"
2813,"(0, -42.0, -62.0, 0)","[9, 8]"
2814,"(0, -41.0, -64.0, 0)","[9, 8]"
2815,"(0, -41.0, -62.0, 0)","[9, 8]"
2816,"(0, -45.0, 0, 0)","[9, 8]"
2817,"(0, -43.0, 0, 0)","[9, 8]"
2818,"(0, 0, 0, -67.0)","[9, 8]"
2819,"(-58.0, -44.0, 0, 0)","[9, 8]"
2820,"(-58.0, -42.0, 0, 0)","[9, 8]"
2821,"(-58.0, -41.0, 0, 0)","[9, 8]"
2822,"(0, 0, 0, -70.0)","[9, 8]"
2823,"(-64.0, -42.0, 0, 0)","[9, 8]"
2824,"(0, 0, -63.0, 0)","[9, 8]"
2825,"(0, -42.0, 0, 0)","[9, 8]"
2826,"(-59.0, -42.0, -64.0, -68.0)","[9, 8]"
2827,"(-59.0, -45.0, -64.0, -68.0)","[9, 8]"
2828,"(-65.0, -42.0, 0, -68.0)","[9, 8]"
2829,"(-65.0, -43.0, 0, -68.0)","[9, 8]"
2830,"(-59.0, -42.0, 0, -68.0)","[9, 8]"
2831,"(-59.0, -43.0, 0, -68.0)","[9, 8]"
2832,"(-69.0, -42.0, 0, -68.0)","[9, 8]"
2833,"(-69.0, -43.0, 0, -68.0)","[9, 8]"
2834,"(-64.0, -45.0, -66.0, 0)","[9, 8]"
2835,"(-64.0, -45.0, -71.0, 0)","[9, 8]"
2836,"(-64.0, -45.0, -72.0, 0)","[9, 8]"
2837,"(-64.0, -42.0, -66.0, 0)","[9, 8]"
2838,"(-64.0, -42.0, -71.0, 0)","[9, 8]"
2839,"(-64.0, -42.0, -72.0, 0)","[9, 8]"
2840,"(-65.0, -43.0, -62.0, -66.0)","[9, 8]"
2841,"(-65.0, -43.0, -65.0, -66.0)","[9, 8]"
2842,"(-65.0, -42.0, -62.0, -66.0)","[9, 8]"
2843,"(-65.0, -42.0, -65.0, -66.0)","[9, 8]"
2844,"(-62.0, 0, -63.0, 0)","[9, 8]"
2845,"(-63.0, 0, -63.0, 0)","[9, 8]"
2846,"(0, -56.0, 0, -68.0)","[9, 8]"
2847,"(-63.0, -50.0, -63.0, -65.0)","[9, 8]"
2848,"(-63.0, -50.0, -63.0, -66.0)","[9, 8]"
2849,"(-63.0, -50.0, -66.0, -65.0)","[9, 8]"
2850,"(-63.0, -50.0, -66.0, -66.0)","[9, 8]"
2851,"(0, 0, -60.0, 0)","[9, 8]"
2852,"(-61.0, -51.0, -67.0, 0)","[9, 8]"
2853,"(-61.0, -51.0, -64.0, 0)","[9, 8]"
2854,"(-61.0, -49.0, -67.0, 0)","[9, 8]"
2855,"(-61.0, -49.0, -64.0, 0)","[9, 8]"
2856,"(-61.0, -59.0, -67.0, 0)","[9, 8]"
2857,"(-61.0, -59.0, -64.0, 0)","[9, 8]"
2858,"(-68.0, -49.0, -66.0, 0)","[9, 8]"
2859,"(-62.0, -49.0, -66.0, 0)","[9, 8]"
2860,"(0, -59.0, 0, 0)","[9, 8]"
2861,"(0, -49.0, 0, 0)","[9, 8]"
2862,"(0, -55.0, -66.0, -68.0)","[9, 8]"
2863,"(0, -51.0, -66.0, -68.0)","[9, 8]"
2864,"(-61.0, -55.0, 0, 0)","[9, 8]"
2865,"(-63.0, -49.0, 0, 0)","[9, 8]"
2866,"(-63.0, -57.0, 0, 0)","[9, 8]"
2867,"(-58.0, -52.0, -61.0, -68.0)","[9, 8]"
2868,"(-58.0, -52.0, -62.0, -68.0)","[9, 8]"
2869,"(-58.0, -53.0, -61.0, -68.0)","[9, 8]"
2870,"(-58.0, -53.0, -62.0, -68.0)","[9, 8]"
2871,"(-58.0, -51.0, -61.0, -68.0)","[9, 8]"
2872,"(-58.0, -51.0, -62.0, -68.0)","[9, 8]"
2873,"(-60.0, -52.0, -61.0, -68.0)","[9, 8]"
2874,"(-60.0, -52.0, -62.0, -68.0)","[9, 8]"
2875,"(-60.0, -53.0, -61.0, -68.0)","[9, 8]"
2876,"(-60.0, -53.0, -62.0, -68.0)","[9, 8]"
2877,"(-60.0, -51.0, -61.0, -68.0)","[9, 8]"
2878,"(-60.0, -51.0, -62.0, -68.0)","[9, 8]"
2879,"(-59.0, -52.0, -61.0, -68.0)","[9, 8]"
2880,"(-59.0, -52.0, -62.0, -68.0)","[9, 8]"
2881,"(-59.0, -53.0, -61.0, -68.0)","[9, 8]"
2882,"(-59.0, -53.0, -62.0, -68.0)","[9, 8]"
2883,"(-59.0, -51.0, -61.0, -68.0)","[9, 8]"
2884,"(-59.0, -51.0, -62.0, -68.0)","[9, 8]"
2885,"(-60.0, 0, -64.0, 0)","[9, 8]"
2886,"(-58.0, -51.0, 0, -67.0)","[9, 8]"
2887,"(-60.0, -51.0, 0, -67.0)","[9, 8]"
2888,"(0, -46.0, -63.0, -66.0)","[9, 8]"
2889,"(0, -51.0, -64.0, 0)","[9, 8]"
2890,"(0, -51.0, -63.0, 0)","[9, 8]"
2891,"(0, -54.0, -64.0, 0)","[9, 8]"
2892,"(0, -54.0, -63.0, 0)","[9, 8]"
2893,"(0, -57.0, -64.0, 0)","[9, 8]"
2894,"(0, -57.0, -63.0, 0)","[9, 8]"
2895,"(0, 0, 0, 0)","[9, 8]"
2896,"(0, -56.0, -63.0, -67.0)","[9, 8]"
2897,"(-60.0, -51.0, -61.0, -64.0)","[9, 8]"
2898,"(-60.0, -51.0, -63.0, -64.0)","[9, 8]"
2899,"(-60.0, -57.0, -61.0, -64.0)","[9, 8]"
2900,"(-60.0, -57.0, -63.0, -64.0)","[9, 8]"
2901,"(-60.0, -56.0, -61.0, -64.0)","[9, 8]"
2902,"(-60.0, -56.0, -63.0, -64.0)","[9, 8]"
2903,"(-59.0, -51.0, -61.0, -64.0)","[9, 8]"
2904,"(-59.0, -51.0, -63.0, -64.0)","[9, 8]"
2905,"(-59.0, -57.0, -61.0, -64.0)","[9, 8]"
2906,"(-59.0, -57.0, -63.0, -64.0)","[9, 8]"
2907,"(-59.0, -56.0, -61.0, -64.0)","[9, 8]"
2908,"(-59.0, -56.0, -63.0, -64.0)","[9, 8]"
2909,"(-59.0, -53.0, -63.0, -66.0)","[9, 8]"
2910,"(-59.0, -53.0, -63.0, -65.0)","[9, 8]"
2911,"(-59.0, -53.0, -64.0, -66.0)","[9, 8]"
2912,"(-59.0, -53.0, -64.0, -65.0)","[9, 8]"
2913,"(-59.0, -51.0, -63.0, -66.0)","[9, 8]"
2914,"(-59.0, -51.0, -63.0, -65.0)","[9, 8]"
2915,"(-59.0, -51.0, -64.0, -66.0)","[9, 8]"
2916,"(-59.0, -51.0, -64.0, -65.0)","[9, 8]"
2917,"(-58.0, -53.0, -63.0, -66.0)","[9, 8]"
2918,"(-58.0, -53.0, -63.0, -65.0)","[9, 8]"
2919,"(-58.0, -53.0, -64.0, -66.0)","[9, 8]"
2920,"(-58.0, -53.0, -64.0, -65.0)","[9, 8]"
2921,"(-58.0, -51.0, -63.0, -66.0)","[9, 8]"
2922,"(-58.0, -51.0, -63.0, -65.0)","[9, 8]"
2923,"(-58.0, -51.0, -64.0, -66.0)","[9, 8]"
2924,"(-58.0, -51.0, -64.0, -65.0)","[9, 8]"
2925,"(-60.0, -57.0, 0, -69.0)","[9, 8]"
2926,"(0, -48.0, 0, 0)","[9, 8]"
2927,"(0, -51.0, 0, 0)","[9, 8]"
2928,"(0, -53.0, 0, 0)","[9, 8]"
2929,"(0, 0, -64.0, 0)","[9, 8]"
2930,"(0, -52.0, -61.0, 0)","[9, 8]"
2931,"(0, -53.0, -61.0, 0)","[9, 8]"
2932,"(0, -51.0, -61.0, 0)","[9, 8]"
2933,"(-60.0, -51.0, -63.0, -66.0)","[9, 8]"
2934,"(0, -56.0, -63.0, -67.0)","[9, 8]"
2935,"(-59.0, -52.0, -61.0, -68.0)","[9, 8]"
2936,"(0, -50.0, -63.0, 0)","[9, 8]"
2937,"(0, -50.0, -64.0, 0)","[9, 8]"
2938,"(0, -52.0, -63.0, 0)","[9, 8]"
2939,"(0, -52.0, -64.0, 0)","[9, 8]"
2940,"(0, -57.0, 0, -67.0)","[9, 8]"
2941,"(0, -50.0, 0, -67.0)","[9, 8]"
2942,"(0, 0, 0, -64.0)","[9, 8]"
2943,"(0, -56.0, -61.0, 0)","[9, 8]"
2944,"(-60.0, -57.0, -63.0, -65.0)","[9, 8]"
2945,"(-60.0, -57.0, -62.0, -65.0)","[9, 8]"
2946,"(-60.0, -57.0, -64.0, -65.0)","[9, 8]"
2947,"(-59.0, -57.0, -63.0, -65.0)","[9, 8]"
2948,"(-59.0, -57.0, -62.0, -65.0)","[9, 8]"
2949,"(-59.0, -57.0, -64.0, -65.0)","[9, 8]"
2950,"(-58.0, -50.0, -63.0, -67.0)","[9, 8]"
2951,"(-58.0, -50.0, -63.0, -71.0)","[9, 8]"
2952,"(-58.0, -50.0, -62.0, -67.0)","[9, 8]"
2953,"(-58.0, -50.0, -62.0, -71.0)","[9, 8]"
2954,"(-58.0, -51.0, -63.0, -67.0)","[9, 8]"
2955,"(-58.0, -51.0, -63.0, -71.0)","[9, 8]"
2956,"(-58.0, -51.0, -62.0, -67.0)","[9, 8]"
2957,"(-58.0, -51.0, -62.0, -71.0)","[9, 8]"
2958,"(-58.0, -53.0, -63.0, -67.0)","[9, 8]"
2959,"(-58.0, -53.0, -63.0, -71.0)","[9, 8]"
2960,"(-58.0, -53.0, -62.0, -67.0)","[9, 8]"
2961,"(-58.0, -53.0, -62.0, -71.0)","[9, 8]"
2962,"(0, -57.0, -63.0, -67.0)","[9, 8]"
2963,"(0, -57.0, -62.0, -67.0)","[9, 8]"
2964,"(0, -52.0, -63.0, -67.0)","[9, 8]"
2965,"(0, -52.0, -62.0, -67.0)","[9, 8]"
2966,"(0, -51.0, -63.0, -67.0)","[9, 8]"
2967,"(0, -51.0, -62.0, -67.0)","[9, 8]"
2968,"(-59.0, 0, 0, 0)","[9, 8]"
2969,"(0, -52.0, 0, 0)","[9, 8]"
2970,"(-60.0, -57.0, -61.0, -73.0)","[9, 8]"
2971,"(-60.0, -57.0, -63.0, -73.0)","[9, 8]"
2972,"(-60.0, -51.0, -61.0, -73.0)","[9, 8]"
2973,"(-60.0, -51.0, -63.0, -73.0)","[9, 8]"
2974,"(0, -48.0, -64.0, 0)","[9, 8]"
2975,"(0, -48.0, -63.0, 0)","[9, 8]"
2976,"(0, -48.0, -62.0, 0)","[9, 8]"
2977,"(-60.0, -52.0, -63.0, 0)","[9, 8]"
2978,"(-60.0, -51.0, -63.0, 0)","[9, 8]"
2979,"(-59.0, -52.0, -63.0, 0)","[9, 8]"
2980,"(-59.0, -51.0, -63.0, 0)","[9, 8]"
2981,"(-59.0, -51.0, -62.0, 0)","[9, 8]"
2982,"(-60.0, -51.0, -62.0, 0)","[9, 8]"
2983,"(-59.0, -53.0, -61.0, -68.0)","[9, 8]"
2984,"(0, -49.0, -63.0, -70.0)","[9, 8]"
2985,"(0, -49.0, -63.0, -66.0)","[9, 8]"
2986,"(0, -52.0, -61.0, -67.0)","[9, 8]"
2987,"(0, -52.0, -63.0, -67.0)","[9, 8]"
2988,"(-58.0, -51.0, -63.0, 0)","[9, 8]"
2989,"(-58.0, -51.0, -62.0, 0)","[9, 8]"
2990,"(-60.0, -51.0, -63.0, 0)","[9, 8]"
2991,"(-60.0, -51.0, -62.0, 0)","[9, 8]"
2992,"(-59.0, -51.0, -63.0, 0)","[9, 8]"
2993,"(-59.0, -51.0, -62.0, 0)","[9, 8]"
2994,"(-58.0, -51.0, -65.0, 0)","[9, 8]"
2995,"(0, 0, -60.0, 0)","[9, 8]"
2996,"(-59.0, -56.0, -62.0, -67.0)","[9, 8]"
2997,"(-59.0, -56.0, -61.0, -67.0)","[9, 8]"
2998,"(-59.0, -51.0, -62.0, -67.0)","[9, 8]"
2999,"(-59.0, -51.0, -61.0, -67.0)","[9, 8]"
3000,"(-58.0, -56.0, -62.0, -67.0)","[9, 8]"
3001,"(-58.0, -56.0, -61.0, -67.0)","[9, 8]"
3002,"(-58.0, -51.0, -62.0, -67.0)","[9, 8]"
3003,"(-58.0, -51.0, -61.0, -67.0)","[9, 8]"
3004,"(-59.0, -52.0, -63.0, -65.0)","[9, 8]"
3005,"(-59.0, -52.0, -64.0, -65.0)","[9, 8]"
3006,"(-59.0, -51.0, -63.0, -65.0)","[9, 8]"
3007,"(-59.0, -51.0, -64.0, -65.0)","[9, 8]"
3008,"(-59.0, -56.0, -63.0, -65.0)","[9, 8]"
3009,"(-59.0, -56.0, -64.0, -65.0)","[9, 8]"
3010,"(-58.0, -52.0, -63.0, -68.0)","[9, 8]"
3011,"(-60.0, -52.0, -63.0, -68.0)","[9, 8]"
3012,"(-59.0, -52.0, -63.0, -68.0)","[9, 8]"
3013,"(-60.0, -52.0, -61.0, 0)","[9, 8]"
3014,"(-60.0, -57.0, -61.0, 0)","[9, 8]"
3015,"(-59.0, -52.0, -61.0, 0)","[9, 8]"
3016,"(-59.0, -57.0, -61.0, 0)","[9, 8]"
3017,"(-59.0, -47.0, -64.0, -67.0)","[9, 8]"
3018,"(-59.0, -47.0, -64.0, -68.0)","[9, 8]"
3019,"(-59.0, -51.0, -64.0, -67.0)","[9, 8]"
3020,"(-59.0, -51.0, -64.0, -68.0)","[9, 8]"
3021,"(-61.0, -47.0, -64.0, -67.0)","[9, 8]"
3022,"(-61.0, -47.0, -64.0, -68.0)","[9, 8]"
3023,"(-61.0, -51.0, -64.0, -67.0)","[9, 8]"
3024,"(-61.0, -51.0, -64.0, -68.0)","[9, 8]"
3025,"(-60.0, -47.0, -64.0, -67.0)","[9, 8]"
3026,"(-60.0, -47.0, -64.0, -68.0)","[9, 8]"
3027,"(-60.0, -51.0, -64.0, -67.0)","[9, 8]"
3028,"(-60.0, -51.0, -64.0, -68.0)","[9, 8]"
3029,"(-60.0, -52.0, -63.0, 0)","[9, 8]"
3030,"(-60.0, -57.0, -63.0, 0)","[9, 8]"
3031,"(-60.0, -57.0, -61.0, 0)","[9, 8]"
3032,"(0, -54.0, -62.0, -66.0)","[9, 8]"
3033,"(0, -54.0, -62.0, -65.0)","[9, 8]"
3034,"(0, -54.0, -62.0, -67.0)","[9, 8]"
3035,"(-59.0, -52.0, -64.0, -66.0)","[9, 8]"
3036,"(-59.0, -52.0, -64.0, -70.0)","[9, 8]"
3037,"(-59.0, -52.0, -62.0, -66.0)","[9, 8]"
3038,"(-59.0, -52.0, -62.0, -70.0)","[9, 8]"
3039,"(-59.0, -52.0, -63.0, -66.0)","[9, 8]"
3040,"(-59.0, -52.0, -63.0, -70.0)","[9, 8]"
3041,"(-59.0, -53.0, -64.0, -66.0)","[9, 8]"
3042,"(-59.0, -53.0, -64.0, -70.0)","[9, 8]"
3043,"(-59.0, -53.0, -62.0, -66.0)","[9, 8]"
3044,"(-59.0, -53.0, -62.0, -70.0)","[9, 8]"
3045,"(-59.0, -53.0, -63.0, -66.0)","[9, 8]"
3046,"(-59.0, -53.0, -63.0, -70.0)","[9, 8]"
3047,"(-60.0, -51.0, 0, -65.0)","[9, 8]"
3048,"(-60.0, -53.0, 0, -65.0)","[9, 8]"
3049,"(-59.0, -57.0, 0, -67.0)","[9, 8]"
3050,"(-59.0, -57.0, 0, -69.0)","[9, 8]"
3051,"(-59.0, -48.0, 0, -67.0)","[9, 8]"
3052,"(-59.0, -48.0, 0, -69.0)","[9, 8]"
3053,"(-60.0, -56.0, -63.0, 0)","[9, 8]"
3054,"(-60.0, -51.0, -63.0, 0)","[9, 8]"
3055,"(-60.0, -54.0, -65.0, 0)","[9, 8]"
3056,"(-60.0, -54.0, -64.0, 0)","[9, 8]"
3057,"(-58.0, -48.0, -68.0, -70.0)","[9, 8]"
3058,"(-58.0, -48.0, -68.0, -66.0)","[9, 8]"
3059,"(-58.0, -48.0, -69.0, -70.0)","[9, 8]"
3060,"(-58.0, -48.0, -69.0, -66.0)","[9, 8]"
3061,"(-58.0, -48.0, -70.0, -70.0)","[9, 8]"
3062,"(-58.0, -48.0, -70.0, -66.0)","[9, 8]"
3063,"(-58.0, -50.0, -68.0, -70.0)","[9, 8]"
3064,"(-58.0, -50.0, -68.0, -66.0)","[9, 8]"
3065,"(-58.0, -50.0, -69.0, -70.0)","[9, 8]"
3066,"(-58.0, -50.0, -69.0, -66.0)","[9, 8]"
3067,"(-58.0, -50.0, -70.0, -70.0)","[9, 8]"
3068,"(-58.0, -50.0, -70.0, -66.0)","[9, 8]"
3069,"(-58.0, -54.0, -68.0, -70.0)","[9, 8]"
3070,"(-58.0, -54.0, -68.0, -66.0)","[9, 8]"
3071,"(-58.0, -54.0, -69.0, -70.0)","[9, 8]"
3072,"(-58.0, -54.0, -69.0, -66.0)","[9, 8]"
3073,"(-58.0, -54.0, -70.0, -70.0)","[9, 8]"
3074,"(-58.0, -54.0, -70.0, -66.0)","[9, 8]"
3075,"(-58.0, -49.0, -68.0, -70.0)","[9, 8]"
3076,"(-58.0, -49.0, -68.0, -66.0)","[9, 8]"
3077,"(-58.0, -49.0, -69.0, -70.0)","[9, 8]"
3078,"(-58.0, -49.0, -69.0, -66.0)","[9, 8]"
3079,"(-58.0, -49.0, -70.0, -70.0)","[9, 8]"
3080,"(-58.0, -49.0, -70.0, -66.0)","[9, 8]"
3081,"(-62.0, -48.0, -68.0, -70.0)","[9, 8]"
3082,"(-62.0, -48.0, -68.0, -66.0)","[9, 8]"
3083,"(-62.0, -48.0, -69.0, -70.0)","[9, 8]"
3084,"(-62.0, -48.0, -69.0, -66.0)","[9, 8]"
3085,"(-62.0, -48.0, -70.0, -70.0)","[9, 8]"
3086,"(-62.0, -48.0, -70.0, -66.0)","[9, 8]"
3087,"(-62.0, -50.0, -68.0, -70.0)","[9, 8]"
3088,"(-62.0, -50.0, -68.0, -66.0)","[9, 8]"
3089,"(-62.0, -50.0, -69.0, -70.0)","[9, 8]"
3090,"(-62.0, -50.0, -69.0, -66.0)","[9, 8]"
3091,"(-62.0, -50.0, -70.0, -70.0)","[9, 8]"
3092,"(-62.0, -50.0, -70.0, -66.0)","[9, 8]"
3093,"(-62.0, -54.0, -68.0, -70.0)","[9, 8]"
3094,"(-62.0, -54.0, -68.0, -66.0)","[9, 8]"
3095,"(-62.0, -54.0, -69.0, -70.0)","[9, 8]"
3096,"(-62.0, -54.0, -69.0, -66.0)","[9, 8]"
3097,"(-62.0, -54.0, -70.0, -70.0)","[9, 8]"
3098,"(-62.0, -54.0, -70.0, -66.0)","[9, 8]"
3099,"(-62.0, -49.0, -68.0, -70.0)","[9, 8]"
3100,"(-62.0, -49.0, -68.0, -66.0)","[9, 8]"
3101,"(-62.0, -49.0, -69.0, -70.0)","[9, 8]"
3102,"(-62.0, -49.0, -69.0, -66.0)","[9, 8]"
3103,"(-62.0, -49.0, -70.0, -70.0)","[9, 8]"
3104,"(-62.0, -49.0, -70.0, -66.0)","[9, 8]"
3105,"(-69.0, -48.0, -68.0, -70.0)","[9, 8]"
3106,"(-69.0, -48.0, -68.0, -66.0)","[9, 8]"
3107,"(-69.0, -48.0, -69.0, -70.0)","[9, 8]"
3108,"(-69.0, -48.0, -69.0, -66.0)","[9, 8]"
3109,"(-69.0, -48.0, -70.0, -70.0)","[9, 8]"
3110,"(-69.0, -48.0, -70.0, -66.0)","[9, 8]"
3111,"(-69.0, -50.0, -68.0, -70.0)","[9, 8]"
3112,"(-69.0, -50.0, -68.0, -66.0)","[9, 8]"
3113,"(-69.0, -50.0, -69.0, -70.0)","[9, 8]"
3114,"(-69.0, -50.0, -69.0, -66.0)","[9, 8]"
3115,"(-69.0, -50.0, -70.0, -70.0)","[9, 8]"
3116,"(-69.0, -50.0, -70.0, -66.0)","[9, 8]"
3117,"(-69.0, -54.0, -68.0, -70.0)","[9, 8]"
3118,"(-69.0, -54.0, -68.0, -66.0)","[9, 8]"
3119,"(-69.0, -54.0, -69.0, -70.0)","[9, 8]"
3120,"(-69.0, -54.0, -69.0, -66.0)","[9, 8]"
3121,"(-69.0, -54.0, -70.0, -70.0)","[9, 8]"
3122,"(-69.0, -54.0, -70.0, -66.0)","[9, 8]"
3123,"(-69.0, -49.0, -68.0, -70.0)","[9, 8]"
3124,"(-69.0, -49.0, -68.0, -66.0)","[9, 8]"
3125,"(-69.0, -49.0, -69.0, -70.0)","[9, 8]"
3126,"(-69.0, -49.0, -69.0, -66.0)","[9, 8]"
3127,"(-69.0, -49.0, -70.0, -70.0)","[9, 8]"
3128,"(-69.0, -49.0, -70.0, -66.0)","[9, 8]"
3129,"(-59.0, -56.0, -64.0, -64.0)","[9, 8]"
3130,"(-59.0, -56.0, -64.0, -63.0)","[9, 8]"
3131,"(-59.0, -50.0, -64.0, -64.0)","[9, 8]"
3132,"(-59.0, -50.0, -64.0, -63.0)","[9, 8]"
3133,"(-67.0, -56.0, -64.0, -64.0)","[9, 8]"
3134,"(-67.0, -56.0, -64.0, -63.0)","[9, 8]"
3135,"(-67.0, -50.0, -64.0, -64.0)","[9, 8]"
3136,"(-67.0, -50.0, -64.0, -63.0)","[9, 8]"
3137,"(-58.0, -56.0, -61.0, 0)","[9, 8]"
3138,"(-58.0, -49.0, -61.0, 0)","[9, 8]"
3139,"(-57.0, -56.0, -61.0, 0)","[9, 8]"
3140,"(-57.0, -49.0, -61.0, 0)","[9, 8]"
3141,"(-62.0, -56.0, -61.0, 0)","[9, 8]"
3142,"(-62.0, -49.0, -61.0, 0)","[9, 8]"
3143,"(-69.0, -51.0, -66.0, 0)","[9, 8]"
3144,"(-69.0, -51.0, -64.0, 0)","[9, 8]"
3145,"(-60.0, -51.0, -66.0, 0)","[9, 8]"
3146,"(-60.0, -51.0, -64.0, 0)","[9, 8]"
3147,"(-60.0, -49.0, -68.0, 0)","[9, 8]"
3148,"(0, -57.0, -66.0, -66.0)","[9, 8]"
3149,"(-59.0, -52.0, -69.0, -65.0)","[9, 8]"
3150,"(-59.0, -55.0, -69.0, -65.0)","[9, 8]"
3151,"(-59.0, -49.0, -69.0, -65.0)","[9, 8]"
3152,"(-59.0, -53.0, -69.0, -65.0)","[9, 8]"
3153,"(-58.0, -52.0, -69.0, -65.0)","[9, 8]"
3154,"(-58.0, -55.0, -69.0, -65.0)","[9, 8]"
3155,"(-58.0, -49.0, -69.0, -65.0)","[9, 8]"
3156,"(-58.0, -53.0, -69.0, -65.0)","[9, 8]"
3157,"(0, -50.0, -69.0, 0)","[9, 8]"
3158,"(0, -52.0, -69.0, 0)","[9, 8]"
3159,"(-61.0, -51.0, -61.0, -73.0)","[9, 8]"
3160,"(-61.0, -50.0, -61.0, -73.0)","[9, 8]"
3161,"(-59.0, -51.0, -61.0, -73.0)","[9, 8]"
3162,"(-59.0, -50.0, -61.0, -73.0)","[9, 8]"
3163,"(-66.0, -45.0, -62.0, -67.0)","[9, 8]"
3164,"(-66.0, -45.0, -71.0, -67.0)","[9, 8]"
3165,"(-66.0, -49.0, -62.0, -67.0)","[9, 8]"
3166,"(-66.0, -49.0, -71.0, -67.0)","[9, 8]"
3167,"(-68.0, -48.0, 0, 0)","[9, 8]"
3168,"(-59.0, -55.0, -71.0, 0)","[9, 8]"
3169,"(-59.0, -55.0, -62.0, 0)","[9, 8]"
3170,"(-59.0, -49.0, -71.0, 0)","[9, 8]"
3171,"(-59.0, -49.0, -62.0, 0)","[9, 8]"
3172,"(-59.0, -52.0, -71.0, 0)","[9, 8]"
3173,"(-59.0, -52.0, -62.0, 0)","[9, 8]"
3174,"(-59.0, -48.0, -71.0, 0)","[9, 8]"
3175,"(-59.0, -48.0, -62.0, 0)","[9, 8]"
3176,"(-61.0, -54.0, -69.0, -67.0)","[9, 8]"
3177,"(-61.0, -54.0, -69.0, -65.0)","[9, 8]"
3178,"(-61.0, -49.0, -69.0, -67.0)","[9, 8]"
3179,"(-61.0, -49.0, -69.0, -65.0)","[9, 8]"
3180,"(-59.0, -54.0, -69.0, -67.0)","[9, 8]"
3181,"(-59.0, -54.0, -69.0, -65.0)","[9, 8]"
3182,"(-59.0, -49.0, -69.0, -67.0)","[9, 8]"
3183,"(-59.0, -49.0, -69.0, -65.0)","[9, 8]"
3184,"(-68.0, -56.0, 0, 0)","[9, 8]"
3185,"(-61.0, -56.0, 0, 0)","[9, 8]"
3186,"(-67.0, -48.0, -70.0, 0)","[9, 8]"
3187,"(-67.0, -52.0, -70.0, 0)","[9, 8]"
3188,"(-67.0, -50.0, -70.0, 0)","[9, 8]"
3189,"(-67.0, -56.0, -70.0, 0)","[9, 8]"
3190,"(-67.0, -49.0, -70.0, 0)","[9, 8]"
3191,"(-61.0, -48.0, -70.0, 0)","[9, 8]"
3192,"(-61.0, -52.0, -70.0, 0)","[9, 8]"
3193,"(-61.0, -50.0, -70.0, 0)","[9, 8]"
3194,"(-61.0, -56.0, -70.0, 0)","[9, 8]"
3195,"(-61.0, -49.0, -70.0, 0)","[9, 8]"
3196,"(-61.0, -55.0, -66.0, -69.0)","[9, 8]"
3197,"(-61.0, -55.0, -63.0, -69.0)","[9, 8]"
3198,"(-58.0, -51.0, -64.0, -71.0)","[9, 8]"
3199,"(-58.0, -51.0, -64.0, -68.0)","[9, 8]"
3200,"(-58.0, -47.0, -64.0, -71.0)","[9, 8]"
3201,"(-58.0, -47.0, -64.0, -68.0)","[9, 8]"
3202,"(-59.0, -51.0, -64.0, -71.0)","[9, 8]"
3203,"(-59.0, -51.0, -64.0, -68.0)","[9, 8]"
3204,"(-59.0, -47.0, -64.0, -71.0)","[9, 8]"
3205,"(-59.0, -47.0, -64.0, -68.0)","[9, 8]"
3206,"(-66.0, -51.0, 0, -68.0)","[9, 8]"
3207,"(-66.0, -49.0, 0, -68.0)","[9, 8]"
3208,"(-58.0, -51.0, 0, -68.0)","[9, 8]"
3209,"(-58.0, -49.0, 0, -68.0)","[9, 8]"
