,RSSI_FG,POS
5294,"(-63.0, -51.0, -54.0, -61.0)","[9, 8]"
5295,"(-63.0, -51.0, -54.0, -70.0)","[9, 8]"
5296,"(-63.0, -51.0, -50.0, -61.0)","[9, 8]"
5297,"(-63.0, -51.0, -50.0, -70.0)","[9, 8]"
5298,"(-63.0, -51.0, -67.0, -61.0)","[9, 8]"
5299,"(-63.0, -51.0, -67.0, -70.0)","[9, 8]"
5300,"(-63.0, -52.0, -54.0, -61.0)","[9, 8]"
5301,"(-63.0, -52.0, -54.0, -70.0)","[9, 8]"
5302,"(-63.0, -52.0, -50.0, -61.0)","[9, 8]"
5303,"(-63.0, -52.0, -50.0, -70.0)","[9, 8]"
5304,"(-63.0, -52.0, -67.0, -61.0)","[9, 8]"
5305,"(-63.0, -52.0, -67.0, -70.0)","[9, 8]"
5306,"(0, 0, -54.0, -61.0)","[9, 8]"
5307,"(-63.0, -49.0, -55.0, -61.0)","[9, 8]"
5308,"(-63.0, -51.0, -55.0, -61.0)","[9, 8]"
5309,"(-64.0, -49.0, -55.0, -61.0)","[9, 8]"
5310,"(-64.0, -51.0, -55.0, -61.0)","[9, 8]"
5311,"(-65.0, -49.0, 0, -70.0)","[9, 8]"
5312,"(-65.0, -52.0, 0, -70.0)","[9, 8]"
5313,"(-63.0, -49.0, 0, -70.0)","[9, 8]"
5314,"(-63.0, -52.0, 0, -70.0)","[9, 8]"
5315,"(0, 0, -61.0, 0)","[9, 8]"
5316,"(-65.0, -51.0, -61.0, 0)","[9, 8]"
5317,"(-65.0, -51.0, -54.0, 0)","[9, 8]"
5318,"(-63.0, -51.0, -61.0, 0)","[9, 8]"
5319,"(-63.0, -51.0, -54.0, 0)","[9, 8]"
5320,"(0, -51.0, -61.0, -60.0)","[9, 8]"
5321,"(0, -51.0, -67.0, -60.0)","[9, 8]"
5322,"(0, -49.0, -61.0, -60.0)","[9, 8]"
5323,"(0, -49.0, -61.0, -67.0)","[9, 8]"
5324,"(0, -49.0, -67.0, -60.0)","[9, 8]"
5325,"(0, -49.0, -67.0, -67.0)","[9, 8]"
5326,"(-63.0, -51.0, -61.0, 0)","[9, 8]"
5327,"(-63.0, -53.0, -61.0, 0)","[9, 8]"
5328,"(-65.0, -51.0, 0, 0)","[9, 8]"
5329,"(0, -53.0, -61.0, 0)","[9, 8]"
5330,"(0, -51.0, -54.0, 0)","[9, 8]"
5331,"(0, -51.0, -67.0, 0)","[9, 8]"
5332,"(0, -53.0, -54.0, 0)","[9, 8]"
5333,"(0, -53.0, -67.0, 0)","[9, 8]"
5334,"(-67.0, -51.0, -61.0, 0)","[9, 8]"
5335,"(-67.0, -53.0, -61.0, 0)","[9, 8]"
5336,"(0, -51.0, 0, 0)","[9, 8]"
5337,"(-65.0, -51.0, -61.0, -61.0)","[9, 8]"
5338,"(-65.0, -51.0, -55.0, -61.0)","[9, 8]"
5339,"(-65.0, -53.0, -61.0, -61.0)","[9, 8]"
5340,"(-65.0, -53.0, -55.0, -61.0)","[9, 8]"
5341,"(-65.0, -49.0, -61.0, -61.0)","[9, 8]"
5342,"(-65.0, -49.0, -55.0, -61.0)","[9, 8]"
5343,"(-62.0, -51.0, -61.0, -61.0)","[9, 8]"
5344,"(-62.0, -51.0, -55.0, -61.0)","[9, 8]"
5345,"(-62.0, -53.0, -61.0, -61.0)","[9, 8]"
5346,"(-62.0, -53.0, -55.0, -61.0)","[9, 8]"
5347,"(-62.0, -49.0, -61.0, -61.0)","[9, 8]"
5348,"(-62.0, -49.0, -55.0, -61.0)","[9, 8]"
5349,"(-66.0, -52.0, -55.0, -61.0)","[9, 8]"
5350,"(-67.0, -53.0, -54.0, 0)","[9, 8]"
5351,"(-67.0, -53.0, -67.0, 0)","[9, 8]"
5352,"(-67.0, -49.0, -54.0, 0)","[9, 8]"
5353,"(-67.0, -49.0, -67.0, 0)","[9, 8]"
5354,"(-62.0, -53.0, -54.0, 0)","[9, 8]"
5355,"(-62.0, -53.0, -67.0, 0)","[9, 8]"
5356,"(-62.0, -49.0, -54.0, 0)","[9, 8]"
5357,"(-62.0, -49.0, -67.0, 0)","[9, 8]"
5358,"(0, -53.0, -61.0, -68.0)","[9, 8]"
5359,"(0, -53.0, -61.0, -69.0)","[9, 8]"
5360,"(0, -51.0, -67.0, 0)","[9, 8]"
5361,"(0, -53.0, -54.0, -61.0)","[9, 8]"
5362,"(0, -53.0, -54.0, -68.0)","[9, 8]"
5363,"(0, -53.0, -61.0, -61.0)","[9, 8]"
5364,"(0, -53.0, -61.0, -68.0)","[9, 8]"
5365,"(0, -53.0, -67.0, -61.0)","[9, 8]"
5366,"(0, -53.0, -67.0, -68.0)","[9, 8]"
5367,"(0, -51.0, -54.0, -61.0)","[9, 8]"
5368,"(0, -51.0, -54.0, -68.0)","[9, 8]"
5369,"(0, -51.0, -61.0, -61.0)","[9, 8]"
5370,"(0, -51.0, -61.0, -68.0)","[9, 8]"
5371,"(0, -51.0, -67.0, -61.0)","[9, 8]"
5372,"(0, -51.0, -67.0, -68.0)","[9, 8]"
5373,"(0, -49.0, -54.0, -61.0)","[9, 8]"
5374,"(0, -49.0, -54.0, -68.0)","[9, 8]"
5375,"(0, -49.0, -61.0, -61.0)","[9, 8]"
5376,"(0, -49.0, -61.0, -68.0)","[9, 8]"
5377,"(0, -49.0, -67.0, -61.0)","[9, 8]"
5378,"(0, -49.0, -67.0, -68.0)","[9, 8]"
5379,"(-64.0, -53.0, -62.0, -68.0)","[9, 8]"
5380,"(-64.0, -51.0, -62.0, -68.0)","[9, 8]"
5381,"(-64.0, -52.0, -62.0, -68.0)","[9, 8]"
5382,"(-67.0, 0, -61.0, -68.0)","[9, 8]"
5383,"(-64.0, 0, -61.0, -68.0)","[9, 8]"
5384,"(0, 0, -62.0, 0)","[9, 8]"
5385,"(-64.0, -53.0, 0, 0)","[9, 8]"
5386,"(-68.0, -53.0, 0, 0)","[9, 8]"
5387,"(-64.0, -51.0, -55.0, -61.0)","[9, 8]"
5388,"(-64.0, -49.0, -55.0, -61.0)","[9, 8]"
5389,"(0, -49.0, -55.0, -69.0)","[9, 8]"
5390,"(0, -49.0, -55.0, -61.0)","[9, 8]"
5391,"(0, -49.0, -55.0, -68.0)","[9, 8]"
5392,"(0, -49.0, -54.0, -69.0)","[9, 8]"
5393,"(0, -49.0, -54.0, -61.0)","[9, 8]"
5394,"(0, -49.0, -54.0, -68.0)","[9, 8]"
5395,"(-63.0, -51.0, -61.0, 0)","[9, 8]"
5396,"(-65.0, 0, -67.0, 0)","[9, 8]"
5397,"(0, 0, -67.0, 0)","[9, 8]"
5398,"(0, 0, -66.0, 0)","[9, 8]"
5399,"(0, 0, -61.0, 0)","[9, 8]"
5400,"(-65.0, -53.0, -61.0, 0)","[9, 8]"
5401,"(-65.0, -50.0, -61.0, 0)","[9, 8]"
5402,"(-66.0, -53.0, 0, 0)","[9, 8]"
5403,"(-65.0, -53.0, 0, 0)","[9, 8]"
5404,"(0, 0, -66.0, -62.0)","[9, 8]"
5405,"(0, 0, -66.0, -68.0)","[9, 8]"
5406,"(0, 0, -62.0, -62.0)","[9, 8]"
5407,"(0, 0, -62.0, -68.0)","[9, 8]"
5408,"(-53.0, -51.0, -62.0, -68.0)","[9, 8]"
5409,"(-53.0, -51.0, -61.0, -68.0)","[9, 8]"
5410,"(-53.0, -51.0, -67.0, -68.0)","[9, 8]"
5411,"(-53.0, -51.0, -55.0, -68.0)","[9, 8]"
5412,"(-53.0, -53.0, -62.0, -68.0)","[9, 8]"
5413,"(-53.0, -53.0, -61.0, -68.0)","[9, 8]"
5414,"(-53.0, -53.0, -67.0, -68.0)","[9, 8]"
5415,"(-53.0, -53.0, -55.0, -68.0)","[9, 8]"
5416,"(-67.0, -51.0, -62.0, -68.0)","[9, 8]"
5417,"(-67.0, -51.0, -61.0, -68.0)","[9, 8]"
5418,"(-67.0, -51.0, -67.0, -68.0)","[9, 8]"
5419,"(-67.0, -51.0, -55.0, -68.0)","[9, 8]"
5420,"(-67.0, -53.0, -62.0, -68.0)","[9, 8]"
5421,"(-67.0, -53.0, -61.0, -68.0)","[9, 8]"
5422,"(-67.0, -53.0, -67.0, -68.0)","[9, 8]"
5423,"(-67.0, -53.0, -55.0, -68.0)","[9, 8]"
5424,"(-62.0, -51.0, -62.0, -68.0)","[9, 8]"
5425,"(-62.0, -51.0, -61.0, -68.0)","[9, 8]"
5426,"(-62.0, -51.0, -67.0, -68.0)","[9, 8]"
5427,"(-62.0, -51.0, -55.0, -68.0)","[9, 8]"
5428,"(-62.0, -53.0, -62.0, -68.0)","[9, 8]"
5429,"(-62.0, -53.0, -61.0, -68.0)","[9, 8]"
5430,"(-62.0, -53.0, -67.0, -68.0)","[9, 8]"
5431,"(-62.0, -53.0, -55.0, -68.0)","[9, 8]"
5432,"(-68.0, -49.0, -67.0, -61.0)","[9, 8]"
5433,"(-67.0, -51.0, -54.0, 0)","[9, 8]"
5434,"(0, -51.0, -61.0, -69.0)","[9, 8]"
5435,"(0, -51.0, -55.0, -69.0)","[9, 8]"
5436,"(0, -48.0, -61.0, -69.0)","[9, 8]"
5437,"(0, -48.0, -55.0, -69.0)","[9, 8]"
5438,"(0, -51.0, -62.0, -61.0)","[9, 8]"
5439,"(0, -51.0, -61.0, -61.0)","[9, 8]"
5440,"(0, -49.0, -62.0, -61.0)","[9, 8]"
5441,"(0, -49.0, -61.0, -61.0)","[9, 8]"
5442,"(-65.0, -51.0, 0, 0)","[9, 8]"
5443,"(-65.0, -53.0, 0, 0)","[9, 8]"
5444,"(0, 0, -55.0, 0)","[9, 8]"
5445,"(-65.0, -53.0, -61.0, 0)","[9, 8]"
5446,"(-65.0, -51.0, -61.0, 0)","[9, 8]"
5447,"(-64.0, -53.0, -61.0, -61.0)","[9, 8]"
5448,"(-64.0, -53.0, -66.0, -61.0)","[9, 8]"
5449,"(-64.0, -49.0, -61.0, -61.0)","[9, 8]"
5450,"(-64.0, -49.0, -66.0, -61.0)","[9, 8]"
5451,"(-64.0, -51.0, -61.0, -61.0)","[9, 8]"
5452,"(-64.0, -51.0, -66.0, -61.0)","[9, 8]"
5453,"(0, 0, -67.0, 0)","[9, 8]"
5454,"(-66.0, -52.0, -61.0, -61.0)","[9, 8]"
5455,"(-66.0, -52.0, -61.0, -63.0)","[9, 8]"
5456,"(-66.0, -53.0, -61.0, -61.0)","[9, 8]"
5457,"(-66.0, -53.0, -61.0, -63.0)","[9, 8]"
5458,"(-66.0, -53.0, -61.0, -61.0)","[9, 8]"
5459,"(-66.0, -53.0, -55.0, -61.0)","[9, 8]"
5460,"(-66.0, -51.0, -61.0, -61.0)","[9, 8]"
5461,"(-66.0, -51.0, -55.0, -61.0)","[9, 8]"
5462,"(-62.0, -53.0, -61.0, -61.0)","[9, 8]"
5463,"(-62.0, -53.0, -55.0, -61.0)","[9, 8]"
5464,"(-62.0, -51.0, -61.0, -61.0)","[9, 8]"
5465,"(-62.0, -51.0, -55.0, -61.0)","[9, 8]"
5466,"(-64.0, -53.0, -61.0, -61.0)","[9, 8]"
5467,"(-64.0, -53.0, -55.0, -61.0)","[9, 8]"
5468,"(-64.0, -51.0, -61.0, -61.0)","[9, 8]"
5469,"(-64.0, -51.0, -55.0, -61.0)","[9, 8]"
5470,"(-62.0, -46.0, -55.0, -61.0)","[9, 8]"
5471,"(-62.0, -46.0, -53.0, -61.0)","[9, 8]"
5472,"(-62.0, -46.0, -68.0, -61.0)","[9, 8]"
5473,"(-62.0, -46.0, -67.0, -61.0)","[9, 8]"
5474,"(-62.0, -49.0, -55.0, -61.0)","[9, 8]"
5475,"(-62.0, -49.0, -53.0, -61.0)","[9, 8]"
5476,"(-62.0, -49.0, -68.0, -61.0)","[9, 8]"
5477,"(-62.0, -49.0, -67.0, -61.0)","[9, 8]"
5478,"(-63.0, -46.0, -55.0, -61.0)","[9, 8]"
5479,"(-63.0, -46.0, -53.0, -61.0)","[9, 8]"
5480,"(-63.0, -46.0, -68.0, -61.0)","[9, 8]"
5481,"(-63.0, -46.0, -67.0, -61.0)","[9, 8]"
5482,"(-63.0, -49.0, -55.0, -61.0)","[9, 8]"
5483,"(-63.0, -49.0, -53.0, -61.0)","[9, 8]"
5484,"(-63.0, -49.0, -68.0, -61.0)","[9, 8]"
5485,"(-63.0, -49.0, -67.0, -61.0)","[9, 8]"
5486,"(-64.0, -49.0, -61.0, -66.0)","[9, 8]"
5487,"(0, 0, -53.0, 0)","[9, 8]"
5488,"(0, 0, 0, -63.0)","[9, 8]"
5489,"(-62.0, -50.0, -68.0, -60.0)","[9, 8]"
5490,"(-62.0, -50.0, -68.0, -66.0)","[9, 8]"
5491,"(-62.0, -50.0, -53.0, -60.0)","[9, 8]"
5492,"(-62.0, -50.0, -53.0, -66.0)","[9, 8]"
5493,"(-62.0, -50.0, -67.0, -60.0)","[9, 8]"
5494,"(-62.0, -50.0, -67.0, -66.0)","[9, 8]"
5495,"(-63.0, -50.0, -68.0, -60.0)","[9, 8]"
5496,"(-63.0, -50.0, -68.0, -66.0)","[9, 8]"
5497,"(-63.0, -50.0, -53.0, -60.0)","[9, 8]"
5498,"(-63.0, -50.0, -53.0, -66.0)","[9, 8]"
5499,"(-63.0, -50.0, -67.0, -60.0)","[9, 8]"
5500,"(-63.0, -50.0, -67.0, -66.0)","[9, 8]"
5501,"(-61.0, -58.0, -53.0, -64.0)","[9, 8]"
5502,"(-61.0, -58.0, -64.0, -64.0)","[9, 8]"
5503,"(-61.0, -58.0, -60.0, -64.0)","[9, 8]"
5504,"(-61.0, -48.0, -53.0, -64.0)","[9, 8]"
5505,"(-61.0, -48.0, -64.0, -64.0)","[9, 8]"
5506,"(-61.0, -48.0, -60.0, -64.0)","[9, 8]"
5507,"(-61.0, -49.0, -53.0, -64.0)","[9, 8]"
5508,"(-61.0, -49.0, -64.0, -64.0)","[9, 8]"
5509,"(-61.0, -49.0, -60.0, -64.0)","[9, 8]"
5510,"(0, -57.0, -55.0, 0)","[9, 8]"
5511,"(0, -50.0, -65.0, -63.0)","[9, 8]"
5512,"(0, -50.0, -65.0, -66.0)","[9, 8]"
5513,"(0, -50.0, -64.0, -63.0)","[9, 8]"
5514,"(0, -50.0, -64.0, -66.0)","[9, 8]"
5515,"(0, -51.0, -65.0, -63.0)","[9, 8]"
5516,"(0, -51.0, -65.0, -66.0)","[9, 8]"
5517,"(0, -51.0, -64.0, -63.0)","[9, 8]"
5518,"(0, -51.0, -64.0, -66.0)","[9, 8]"
5519,"(-60.0, 0, -53.0, -63.0)","[9, 8]"
5520,"(-64.0, -50.0, 0, -66.0)","[9, 8]"
5521,"(-64.0, -50.0, 0, -67.0)","[9, 8]"
5522,"(-64.0, -57.0, 0, -66.0)","[9, 8]"
5523,"(-64.0, -57.0, 0, -67.0)","[9, 8]"
5524,"(-60.0, -58.0, 0, -67.0)","[9, 8]"
5525,"(0, 0, -62.0, 0)","[9, 8]"
5526,"(0, -49.0, 0, -66.0)","[9, 8]"
5527,"(0, -57.0, 0, -66.0)","[9, 8]"
5528,"(0, -50.0, 0, -66.0)","[9, 8]"
5529,"(-59.0, -57.0, -54.0, 0)","[9, 8]"
5530,"(-60.0, -50.0, 0, 0)","[9, 8]"
5531,"(-60.0, -49.0, 0, 0)","[9, 8]"
5532,"(0, -51.0, -61.0, 0)","[9, 8]"
5533,"(0, -51.0, 0, 0)","[9, 8]"
5534,"(0, -49.0, -61.0, -65.0)","[9, 8]"
5535,"(0, -57.0, -61.0, -65.0)","[9, 8]"
5536,"(0, 0, -61.0, 0)","[9, 8]"
5537,"(0, -56.0, 0, 0)","[9, 8]"
5538,"(0, -51.0, 0, 0)","[9, 8]"
5539,"(0, -50.0, 0, 0)","[9, 8]"
5540,"(0, 0, 0, 0)","[9, 8]"
5541,"(-60.0, -57.0, -53.0, -64.0)","[9, 8]"
5542,"(-60.0, -57.0, -53.0, -67.0)","[9, 8]"
5543,"(-60.0, -57.0, -67.0, -64.0)","[9, 8]"
5544,"(-60.0, -57.0, -67.0, -67.0)","[9, 8]"
5545,"(-60.0, -50.0, -53.0, -64.0)","[9, 8]"
5546,"(-60.0, -50.0, -53.0, -67.0)","[9, 8]"
5547,"(-60.0, -50.0, -67.0, -64.0)","[9, 8]"
5548,"(-60.0, -50.0, -67.0, -67.0)","[9, 8]"
5549,"(-60.0, -49.0, 0, -64.0)","[9, 8]"
5550,"(-60.0, -57.0, 0, -64.0)","[9, 8]"
5551,"(0, -50.0, -53.0, 0)","[9, 8]"
5552,"(0, -52.0, -53.0, 0)","[9, 8]"
5553,"(0, -49.0, -60.0, -65.0)","[9, 8]"
5554,"(0, -57.0, -60.0, -65.0)","[9, 8]"
5555,"(-60.0, -50.0, -53.0, -63.0)","[9, 8]"
5556,"(-60.0, -50.0, -53.0, -65.0)","[9, 8]"
5557,"(-60.0, -57.0, -61.0, -64.0)","[9, 8]"
5558,"(-60.0, -57.0, -61.0, -65.0)","[9, 8]"
5559,"(-60.0, -57.0, -61.0, -62.0)","[9, 8]"
5560,"(-60.0, -57.0, -61.0, -63.0)","[9, 8]"
5561,"(-60.0, -57.0, -53.0, -64.0)","[9, 8]"
5562,"(-60.0, -57.0, -53.0, -65.0)","[9, 8]"
5563,"(-60.0, -57.0, -53.0, -62.0)","[9, 8]"
5564,"(-60.0, -57.0, -53.0, -63.0)","[9, 8]"
5565,"(-60.0, -49.0, -61.0, -64.0)","[9, 8]"
5566,"(-60.0, -49.0, -61.0, -65.0)","[9, 8]"
5567,"(-60.0, -49.0, -61.0, -62.0)","[9, 8]"
5568,"(-60.0, -49.0, -61.0, -63.0)","[9, 8]"
5569,"(-60.0, -49.0, -53.0, -64.0)","[9, 8]"
5570,"(-60.0, -49.0, -53.0, -65.0)","[9, 8]"
5571,"(-60.0, -49.0, -53.0, -62.0)","[9, 8]"
5572,"(-60.0, -49.0, -53.0, -63.0)","[9, 8]"
5573,"(-60.0, -51.0, -61.0, -64.0)","[9, 8]"
5574,"(-60.0, -51.0, -61.0, -65.0)","[9, 8]"
5575,"(-60.0, -51.0, -61.0, -62.0)","[9, 8]"
5576,"(-60.0, -51.0, -61.0, -63.0)","[9, 8]"
5577,"(-60.0, -51.0, -53.0, -64.0)","[9, 8]"
5578,"(-60.0, -51.0, -53.0, -65.0)","[9, 8]"
5579,"(-60.0, -51.0, -53.0, -62.0)","[9, 8]"
5580,"(-60.0, -51.0, -53.0, -63.0)","[9, 8]"
5581,"(-60.0, -50.0, -60.0, -65.0)","[9, 8]"
5582,"(-60.0, -49.0, -60.0, -65.0)","[9, 8]"
5583,"(0, -51.0, -53.0, -65.0)","[9, 8]"
5584,"(0, -51.0, -53.0, -64.0)","[9, 8]"
5585,"(0, -51.0, -66.0, -65.0)","[9, 8]"
5586,"(0, -51.0, -66.0, -64.0)","[9, 8]"
5587,"(0, -49.0, -53.0, -65.0)","[9, 8]"
5588,"(0, -49.0, -53.0, -64.0)","[9, 8]"
5589,"(0, -49.0, -66.0, -65.0)","[9, 8]"
5590,"(0, -49.0, -66.0, -64.0)","[9, 8]"
5591,"(0, -57.0, -60.0, 0)","[9, 8]"
5592,"(0, -49.0, -60.0, 0)","[9, 8]"
5593,"(-59.0, -57.0, -61.0, 0)","[9, 8]"
5594,"(-60.0, -57.0, -61.0, 0)","[9, 8]"
5595,"(0, -49.0, -61.0, 0)","[9, 8]"
5596,"(0, -57.0, -61.0, 0)","[9, 8]"
5597,"(-60.0, -51.0, 0, 0)","[9, 8]"
5598,"(0, -50.0, -53.0, 0)","[9, 8]"
5599,"(0, -53.0, -53.0, 0)","[9, 8]"
5600,"(0, -49.0, 0, 0)","[9, 8]"
5601,"(-61.0, -50.0, -53.0, 0)","[9, 8]"
5602,"(0, -57.0, -53.0, -63.0)","[9, 8]"
5603,"(-60.0, 0, 0, -64.0)","[9, 8]"
5604,"(0, -51.0, 0, -65.0)","[9, 8]"
5605,"(0, -51.0, 0, -64.0)","[9, 8]"
5606,"(0, -49.0, 0, -64.0)","[9, 8]"
5607,"(-60.0, 0, -52.0, 0)","[9, 8]"
5608,"(0, -51.0, -53.0, 0)","[9, 8]"
5609,"(0, -51.0, -67.0, 0)","[9, 8]"
5610,"(0, -49.0, 0, 0)","[9, 8]"
5611,"(0, -49.0, -67.0, 0)","[9, 8]"
5612,"(0, -49.0, -53.0, 0)","[9, 8]"
5613,"(0, -50.0, 0, -65.0)","[9, 8]"
5614,"(-60.0, -49.0, -61.0, -63.0)","[9, 8]"
5615,"(-60.0, -49.0, -68.0, -63.0)","[9, 8]"
5616,"(0, -50.0, -67.0, 0)","[9, 8]"
5617,"(0, -50.0, -61.0, 0)","[9, 8]"
5618,"(0, -50.0, -53.0, 0)","[9, 8]"
5619,"(0, -49.0, -67.0, 0)","[9, 8]"
5620,"(0, -49.0, -61.0, 0)","[9, 8]"
5621,"(0, -49.0, -53.0, 0)","[9, 8]"
5622,"(-60.0, -51.0, -53.0, 0)","[9, 8]"
5623,"(-60.0, -49.0, -53.0, 0)","[9, 8]"
5624,"(-60.0, -49.0, -67.0, -63.0)","[9, 8]"
5625,"(-60.0, -49.0, -67.0, -65.0)","[9, 8]"
5626,"(-60.0, -49.0, -53.0, -63.0)","[9, 8]"
5627,"(-60.0, -49.0, -53.0, -65.0)","[9, 8]"
5628,"(-60.0, -57.0, -67.0, -63.0)","[9, 8]"
5629,"(-60.0, -57.0, -67.0, -65.0)","[9, 8]"
5630,"(-60.0, -57.0, -53.0, -63.0)","[9, 8]"
5631,"(-60.0, -57.0, -53.0, -65.0)","[9, 8]"
5632,"(0, -51.0, -53.0, -64.0)","[9, 8]"
5633,"(0, -51.0, -53.0, -66.0)","[9, 8]"
5634,"(0, -49.0, -53.0, -64.0)","[9, 8]"
5635,"(0, -49.0, -53.0, -66.0)","[9, 8]"
5636,"(0, -56.0, -53.0, -64.0)","[9, 8]"
5637,"(0, -56.0, -53.0, -66.0)","[9, 8]"
5638,"(-59.0, 0, 0, 0)","[9, 8]"
5639,"(-63.0, 0, 0, 0)","[9, 8]"
5640,"(-61.0, 0, -53.0, 0)","[9, 8]"
5641,"(-63.0, 0, -53.0, 0)","[9, 8]"
5642,"(-57.0, -49.0, -60.0, 0)","[9, 8]"
5643,"(-56.0, 0, -67.0, 0)","[9, 8]"
5644,"(-62.0, -49.0, -61.0, -66.0)","[9, 8]"
5645,"(-62.0, -49.0, -61.0, -63.0)","[9, 8]"
5646,"(-62.0, -48.0, -61.0, -66.0)","[9, 8]"
5647,"(-62.0, -48.0, -61.0, -63.0)","[9, 8]"
5648,"(-62.0, -51.0, -61.0, -66.0)","[9, 8]"
5649,"(-62.0, -51.0, -61.0, -63.0)","[9, 8]"
5650,"(-57.0, -52.0, -54.0, 0)","[9, 8]"
5651,"(-57.0, -51.0, 0, 0)","[9, 8]"
5652,"(-57.0, -49.0, 0, 0)","[9, 8]"
5653,"(-57.0, -47.0, 0, 0)","[9, 8]"
5654,"(-57.0, -56.0, 0, 0)","[9, 8]"
5655,"(-62.0, -49.0, -54.0, -66.0)","[9, 8]"
5656,"(-62.0, -51.0, -54.0, -66.0)","[9, 8]"
5657,"(-56.0, 0, -54.0, -67.0)","[9, 8]"
5658,"(-62.0, 0, -54.0, -67.0)","[9, 8]"
5659,"(-61.0, -46.0, 0, -63.0)","[9, 8]"
5660,"(-61.0, -51.0, 0, -63.0)","[9, 8]"
5661,"(-61.0, -50.0, 0, -63.0)","[9, 8]"
5662,"(0, 0, -60.0, 0)","[9, 8]"
5663,"(-56.0, -56.0, -67.0, -64.0)","[9, 8]"
5664,"(-56.0, -56.0, -67.0, -66.0)","[9, 8]"
5665,"(-56.0, -56.0, -67.0, -67.0)","[9, 8]"
5666,"(-56.0, -56.0, -67.0, -62.0)","[9, 8]"
5667,"(-56.0, -56.0, -54.0, -64.0)","[9, 8]"
5668,"(-56.0, -56.0, -54.0, -66.0)","[9, 8]"
5669,"(-56.0, -56.0, -54.0, -67.0)","[9, 8]"
5670,"(-56.0, -56.0, -54.0, -62.0)","[9, 8]"
5671,"(-56.0, -49.0, -67.0, -64.0)","[9, 8]"
5672,"(-56.0, -49.0, -67.0, -66.0)","[9, 8]"
5673,"(-56.0, -49.0, -67.0, -67.0)","[9, 8]"
5674,"(-56.0, -49.0, -67.0, -62.0)","[9, 8]"
5675,"(-56.0, -49.0, -54.0, -64.0)","[9, 8]"
5676,"(-56.0, -49.0, -54.0, -66.0)","[9, 8]"
5677,"(-56.0, -49.0, -54.0, -67.0)","[9, 8]"
5678,"(-56.0, -49.0, -54.0, -62.0)","[9, 8]"
5679,"(-62.0, -56.0, -67.0, -64.0)","[9, 8]"
5680,"(-62.0, -56.0, -67.0, -66.0)","[9, 8]"
5681,"(-62.0, -56.0, -67.0, -67.0)","[9, 8]"
5682,"(-62.0, -56.0, -67.0, -62.0)","[9, 8]"
5683,"(-62.0, -56.0, -54.0, -64.0)","[9, 8]"
5684,"(-62.0, -56.0, -54.0, -66.0)","[9, 8]"
5685,"(-62.0, -56.0, -54.0, -67.0)","[9, 8]"
5686,"(-62.0, -56.0, -54.0, -62.0)","[9, 8]"
5687,"(-62.0, -49.0, -67.0, -64.0)","[9, 8]"
5688,"(-62.0, -49.0, -67.0, -66.0)","[9, 8]"
5689,"(-62.0, -49.0, -67.0, -67.0)","[9, 8]"
5690,"(-62.0, -49.0, -67.0, -62.0)","[9, 8]"
5691,"(-62.0, -49.0, -54.0, -64.0)","[9, 8]"
5692,"(-62.0, -49.0, -54.0, -66.0)","[9, 8]"
5693,"(-62.0, -49.0, -54.0, -67.0)","[9, 8]"
5694,"(-62.0, -49.0, -54.0, -62.0)","[9, 8]"
5695,"(0, -48.0, -67.0, -64.0)","[9, 8]"
5696,"(0, -48.0, -54.0, -64.0)","[9, 8]"
5697,"(0, -48.0, -60.0, -64.0)","[9, 8]"
5698,"(0, -51.0, -67.0, -64.0)","[9, 8]"
5699,"(0, -51.0, -54.0, -64.0)","[9, 8]"
5700,"(0, -51.0, -60.0, -64.0)","[9, 8]"
5701,"(0, -53.0, -67.0, -64.0)","[9, 8]"
5702,"(0, -53.0, -54.0, -64.0)","[9, 8]"
5703,"(0, -53.0, -60.0, -64.0)","[9, 8]"
5704,"(-62.0, -56.0, -61.0, -64.0)","[9, 8]"
5705,"(-62.0, -56.0, -54.0, -64.0)","[9, 8]"
5706,"(-57.0, -56.0, -61.0, -64.0)","[9, 8]"
5707,"(-57.0, -56.0, -54.0, -64.0)","[9, 8]"
5708,"(-57.0, 0, -54.0, -64.0)","[9, 8]"
5709,"(-57.0, 0, -61.0, -64.0)","[9, 8]"
5710,"(0, -48.0, -54.0, 0)","[9, 8]"
5711,"(0, -48.0, -61.0, 0)","[9, 8]"
5712,"(0, -51.0, -54.0, 0)","[9, 8]"
5713,"(0, -51.0, -61.0, 0)","[9, 8]"
5714,"(0, -56.0, -54.0, 0)","[9, 8]"
5715,"(0, -56.0, -61.0, 0)","[9, 8]"
5716,"(-62.0, -56.0, 0, -65.0)","[9, 8]"
5717,"(0, -57.0, 0, 0)","[9, 8]"
5718,"(-61.0, -52.0, 0, -64.0)","[9, 8]"
5719,"(-61.0, -54.0, 0, -64.0)","[9, 8]"
5720,"(-61.0, -50.0, 0, -64.0)","[9, 8]"
5721,"(-61.0, -48.0, 0, -64.0)","[9, 8]"
5722,"(-57.0, -52.0, 0, -64.0)","[9, 8]"
5723,"(-57.0, -54.0, 0, -64.0)","[9, 8]"
5724,"(-57.0, -50.0, 0, -64.0)","[9, 8]"
5725,"(-57.0, -48.0, 0, -64.0)","[9, 8]"
5726,"(0, -56.0, -64.0, 0)","[9, 8]"
5727,"(0, -52.0, -67.0, 0)","[9, 8]"
5728,"(0, -52.0, -65.0, 0)","[9, 8]"
